ligand,construct,bottom,top,ec50,hill
acetylcholine,pcoda71,200,3824.142052,84.56270728,1.546677847
acetylcholine,pcoda102,91.41041524,3797.886829,47.87193447,1.705668423
acetylcholine,pcoda153,200,3824.142052,84.56270728,1.546677847
acetylcholine,pcoda333,200,3252.476184,2156.277443,0.950040896
acetylcholine,pcoda335,200,4087.840365,7922.885188,1.074398909
acetylcholine,pcoda339,200,3830.091122,1962.542069,1.148021591
acetylcholine,pcoda377,200,3939.305747,1477.815057,1.537766864
