ligand,construct,bottom,top,ec50,hill
azd-0328,pcoda102,150.6757647,1942.173474,1.203525138,1.242952809
azd-0328,pcoda339,200,3067.666263,0.308582962,0.837719698
azd-0328,pcoda377,200,3202.348325,0.299879438,2.153927002
azd-0328,pcoda71,200,4626.935789,0.320087238,1.748071218
